,Warehouse_Block,Shipment_Mode,Customer_Calls,Calls_Intensity,Customer_Rating,Rating_Satisfaction,Product_Cost,Cost_Segment,Prior_Purchases,Customer_Segment,Product_Importance,Gender,Product_Discount,Discount_Segment,Product_Weight,Weight_Segment,Delivery_Status
6257,E,Ship,6,Frequent,2,Low Rating - Dissatisfied,292,Expensive,4,Regular,Low,Female,2,1-13(%),1565,Light,On Time
6258,D,Ship,6,Frequent,1,Low Rating - Dissatisfied,244,Standard,4,Regular,Low,Male,5,1-13(%),1867,Medium,On Time
6259,E,Ship,6,Frequent,3,Low Rating - Dissatisfied,306,Expensive,4,Regular,Low,Male,10,1-13(%),1372,Light,Not On Time
6260,A,Ship,6,Frequent,5,High Rating - Satisfied,258,Expensive,4,Regular,Low,Male,5,1-13(%),1558,Light,On Time
6261,B,Ship,4,Moderate,1,Low Rating - Dissatisfied,265,Expensive,6,Regular,Low,Female,9,1-13(%),1753,Light,Not On Time
6262,C,Ship,5,Moderate,2,Low Rating - Dissatisfied,227,Standard,5,Regular,Low,Female,3,1-13(%),1242,Light,Not On Time
6263,E,Ship,7,Frequent,2,Low Rating - Dissatisfied,276,Expensive,4,Regular,Low,Male,9,1-13(%),1022,Light,Not On Time
6264,D,Ship,6,Frequent,4,High Rating - Satisfied,244,Standard,4,Regular,Medium,Female,1,1-13(%),1179,Light,Not On Time
6265,E,Ship,4,Moderate,4,High Rating - Satisfied,217,Standard,6,Regular,Medium,Male,9,1-13(%),1974,Medium,On Time
6266,A,Ship,2,Few,1,Low Rating - Dissatisfied,211,Standard,3,New,Low,Male,6,1-13(%),1760,Light,Not On Time
6267,B,Ship,4,Moderate,5,High Rating - Satisfied,227,Standard,5,Regular,Low,Female,2,1-13(%),1804,Light,Not On Time
6268,C,Ship,5,Moderate,5,High Rating - Satisfied,249,Standard,4,Regular,Medium,Male,2,1-13(%),1727,Light,Not On Time
6269,E,Ship,7,Frequent,4,High Rating - Satisfied,302,Expensive,5,Regular,Medium,Male,7,1-13(%),1503,Light,Not On Time
6270,D,Ship,6,Frequent,4,High Rating - Satisfied,293,Expensive,6,Regular,Low,Female,7,1-13(%),1117,Light,Not On Time
6271,E,Ship,5,Moderate,5,High Rating - Satisfied,232,Standard,3,New,Low,Male,4,1-13(%),1716,Light,Not On Time
6272,A,Ship,6,Frequent,5,High Rating - Satisfied,279,Expensive,4,Regular,Low,Male,7,1-13(%),1447,Light,On Time
6273,B,Ship,6,Frequent,5,High Rating - Satisfied,251,Standard,4,Regular,Low,Female,8,1-13(%),1038,Light,On Time
6274,C,Ship,6,Frequent,5,High Rating - Satisfied,300,Expensive,5,Regular,Low,Male,1,1-13(%),1188,Light,On Time
6275,E,Road,7,Frequent,5,High Rating - Satisfied,133,Cheap,5,Regular,Low,Female,3,1-13(%),1544,Light,Not On Time
6276,D,Road,6,Frequent,5,High Rating - Satisfied,283,Expensive,4,Regular,Low,Male,2,1-13(%),1136,Light,Not On Time
6277,E,Road,7,Frequent,5,High Rating - Satisfied,296,Expensive,4,Regular,Low,Male,8,1-13(%),1686,Light,Not On Time
6278,A,Road,6,Frequent,3,Low Rating - Dissatisfied,261,Expensive,4,Regular,Medium,Female,8,1-13(%),1397,Light,Not On Time
6279,B,Road,6,Frequent,1,Low Rating - Dissatisfied,286,Expensive,4,Regular,Low,Female,3,1-13(%),1747,Light,Not On Time
6280,C,Road,6,Frequent,3,Low Rating - Dissatisfied,298,Expensive,4,Regular,Low,Female,1,1-13(%),1657,Light,On Time
6281,E,Road,6,Frequent,4,High Rating - Satisfied,287,Expensive,4,Regular,Medium,Female,9,1-13(%),1936,Medium,Not On Time
6282,D,Road,6,Frequent,2,Low Rating - Dissatisfied,251,Standard,4,Regular,Medium,Female,9,1-13(%),1322,Light,Not On Time
6283,E,Road,5,Moderate,1,Low Rating - Dissatisfied,231,Standard,5,Regular,Low,Male,10,1-13(%),1418,Light,On Time
6284,A,Road,5,Moderate,2,Low Rating - Dissatisfied,249,Standard,5,Regular,Medium,Male,6,1-13(%),1298,Light,On Time
6285,B,Road,5,Moderate,3,Low Rating - Dissatisfied,244,Standard,5,Regular,Low,Female,3,1-13(%),1174,Light,On Time
6286,C,Road,7,Frequent,2,Low Rating - Dissatisfied,264,Expensive,4,Regular,Medium,Male,6,1-13(%),1688,Light,On Time
6287,E,Road,5,Moderate,2,Low Rating - Dissatisfied,254,Expensive,5,Regular,Medium,Male,6,1-13(%),1002,Light,On Time
6288,D,Road,4,Moderate,5,High Rating - Satisfied,264,Expensive,6,Regular,Low,Male,6,1-13(%),1637,Light,On Time
6289,E,Road,6,Frequent,5,High Rating - Satisfied,309,Expensive,4,Regular,Low,Male,6,1-13(%),1463,Light,Not On Time
6290,A,Road,5,Moderate,5,High Rating - Satisfied,298,Expensive,4,Regular,Low,Male,8,1-13(%),1631,Light,On Time
6291,B,Road,5,Moderate,5,High Rating - Satisfied,265,Expensive,5,Regular,Medium,Female,8,1-13(%),1867,Medium,On Time
6292,C,Road,6,Frequent,1,Low Rating - Dissatisfied,246,Standard,4,Regular,Medium,Male,4,1-13(%),1504,Light,Not On Time
6293,E,Road,5,Moderate,2,Low Rating - Dissatisfied,222,Standard,5,Regular,Low,Female,1,1-13(%),1672,Light,On Time
6294,D,Road,7,Frequent,5,High Rating - Satisfied,250,Standard,4,Regular,Low,Female,2,1-13(%),1296,Light,On Time
6295,E,Road,4,Moderate,3,Low Rating - Dissatisfied,240,Standard,5,Regular,Medium,Female,5,1-13(%),1301,Light,On Time
6296,A,Road,4,Moderate,3,Low Rating - Dissatisfied,246,Standard,6,Regular,Low,Female,10,1-13(%),1176,Light,On Time
6297,B,Flight,6,Frequent,1,Low Rating - Dissatisfied,293,Expensive,5,Regular,Medium,Female,7,1-13(%),1052,Light,On Time
6298,C,Flight,6,Frequent,5,High Rating - Satisfied,253,Expensive,4,Regular,Medium,Male,1,1-13(%),1977,Medium,On Time
6299,E,Flight,5,Moderate,5,High Rating - Satisfied,258,Expensive,5,Regular,Medium,Male,7,1-13(%),1819,Light,On Time
6300,D,Flight,6,Frequent,4,High Rating - Satisfied,258,Expensive,4,Regular,Low,Female,2,1-13(%),1051,Light,Not On Time
6301,E,Flight,5,Moderate,3,Low Rating - Dissatisfied,245,Standard,5,Regular,Medium,Male,3,1-13(%),1851,Medium,On Time
6302,A,Flight,7,Frequent,2,Low Rating - Dissatisfied,307,Expensive,4,Regular,Medium,Male,2,1-13(%),1073,Light,On Time
6303,B,Flight,6,Frequent,5,High Rating - Satisfied,301,Expensive,4,Regular,Low,Female,3,1-13(%),1958,Medium,On Time
6304,C,Flight,6,Frequent,5,High Rating - Satisfied,252,Expensive,4,Regular,Low,Female,2,1-13(%),1249,Light,On Time
6305,E,Flight,5,Moderate,1,Low Rating - Dissatisfied,272,Expensive,6,Regular,Medium,Female,2,1-13(%),1681,Light,Not On Time
6306,D,Flight,5,Moderate,3,Low Rating - Dissatisfied,221,Standard,5,Regular,Low,Female,2,1-13(%),1630,Light,Not On Time
6307,E,Flight,5,Moderate,3,Low Rating - Dissatisfied,247,Standard,5,Regular,Low,Male,10,1-13(%),1699,Light,Not On Time
6308,A,Flight,7,Frequent,5,High Rating - Satisfied,260,Expensive,4,Regular,Low,Female,3,1-13(%),1930,Medium,Not On Time
6309,B,Flight,5,Moderate,5,High Rating - Satisfied,251,Standard,6,Regular,Medium,Male,4,1-13(%),1077,Light,On Time
6310,C,Flight,5,Moderate,2,Low Rating - Dissatisfied,227,Standard,5,Regular,Medium,Male,9,1-13(%),1917,Medium,On Time
6311,E,Flight,6,Frequent,5,High Rating - Satisfied,269,Expensive,4,Regular,Low,Male,9,1-13(%),1826,Light,On Time
6312,D,Flight,6,Frequent,2,Low Rating - Dissatisfied,161,Cheap,4,Regular,Low,Male,10,1-13(%),1683,Light,On Time
6313,E,Flight,4,Moderate,4,High Rating - Satisfied,256,Expensive,5,Regular,Low,Male,9,1-13(%),1622,Light,Not On Time
6314,A,Flight,5,Moderate,1,Low Rating - Dissatisfied,303,Expensive,5,Regular,Medium,Female,9,1-13(%),1203,Light,On Time
6315,B,Flight,5,Moderate,3,Low Rating - Dissatisfied,257,Expensive,5,Regular,Medium,Female,7,1-13(%),1565,Light,Not On Time
6316,C,Flight,7,Frequent,3,Low Rating - Dissatisfied,310,Expensive,4,Regular,Medium,Female,8,1-13(%),1497,Light,On Time
6317,E,Flight,5,Moderate,3,Low Rating - Dissatisfied,238,Standard,5,Regular,Medium,Male,2,1-13(%),1150,Light,Not On Time
6318,D,Flight,6,Frequent,3,Low Rating - Dissatisfied,191,Standard,6,Regular,Medium,Female,2,1-13(%),4471,Medium,On Time
6319,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,252,Expensive,3,New,Medium,Female,7,1-13(%),4852,Medium,On Time
6320,A,Ship,5,Moderate,5,High Rating - Satisfied,228,Standard,3,New,Medium,Female,8,1-13(%),4731,Medium,Not On Time
6321,B,Ship,4,Moderate,3,Low Rating - Dissatisfied,208,Standard,2,New,Medium,Female,4,1-13(%),4767,Medium,Not On Time
6322,C,Ship,3,Few,3,Low Rating - Dissatisfied,176,Standard,3,New,Low,Female,1,1-13(%),5168,Heavy,On Time
6323,E,Ship,3,Few,1,Low Rating - Dissatisfied,233,Standard,3,New,Low,Female,7,1-13(%),4874,Medium,On Time
6324,D,Ship,5,Moderate,5,High Rating - Satisfied,104,Cheap,4,Regular,Low,Male,2,1-13(%),5235,Heavy,On Time
6325,E,Ship,3,Few,4,High Rating - Satisfied,237,Standard,3,New,Low,Male,1,1-13(%),5980,Heavy,On Time
6326,A,Ship,2,Few,5,High Rating - Satisfied,252,Expensive,3,New,Medium,Male,7,1-13(%),5281,Heavy,On Time
6327,B,Ship,5,Moderate,2,Low Rating - Dissatisfied,135,Cheap,3,New,Medium,Male,9,1-13(%),5173,Heavy,On Time
6328,C,Ship,5,Moderate,5,High Rating - Satisfied,137,Cheap,2,New,Low,Male,8,1-13(%),5111,Heavy,Not On Time
6329,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,228,Standard,3,New,Medium,Female,1,1-13(%),5129,Heavy,Not On Time
6330,D,Ship,4,Moderate,3,Low Rating - Dissatisfied,236,Standard,4,Regular,Medium,Male,1,1-13(%),5783,Heavy,Not On Time
6331,E,Ship,3,Few,4,High Rating - Satisfied,239,Standard,4,Regular,Medium,Female,8,1-13(%),4537,Medium,On Time
6332,A,Ship,2,Few,2,Low Rating - Dissatisfied,199,Standard,3,New,Low,Male,1,1-13(%),4697,Medium,Not On Time
6333,B,Ship,3,Few,4,High Rating - Satisfied,269,Expensive,2,New,Medium,Male,2,1-13(%),4177,Medium,On Time
6334,C,Ship,2,Few,2,Low Rating - Dissatisfied,226,Standard,3,New,Low,Male,5,1-13(%),5875,Heavy,On Time
6335,E,Ship,3,Few,1,Low Rating - Dissatisfied,264,Expensive,3,New,Low,Female,5,1-13(%),5043,Medium,On Time
6336,D,Ship,5,Moderate,4,High Rating - Satisfied,264,Expensive,3,New,Medium,Male,10,1-13(%),4025,Medium,Not On Time
6337,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,186,Standard,3,New,Low,Male,2,1-13(%),4437,Medium,Not On Time
6338,A,Ship,3,Few,5,High Rating - Satisfied,154,Cheap,3,New,High,Female,2,1-13(%),4219,Medium,On Time
6339,B,Ship,3,Few,1,Low Rating - Dissatisfied,239,Standard,2,New,Medium,Female,2,1-13(%),5757,Heavy,Not On Time
6340,C,Ship,3,Few,5,High Rating - Satisfied,139,Cheap,2,New,Low,Female,7,1-13(%),4449,Medium,Not On Time
6341,E,Ship,5,Moderate,4,High Rating - Satisfied,138,Cheap,2,New,Medium,Female,8,1-13(%),5885,Heavy,Not On Time
6342,D,Ship,3,Few,1,Low Rating - Dissatisfied,286,Expensive,4,Regular,Medium,Male,4,1-13(%),5106,Heavy,On Time
6343,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,275,Expensive,5,Regular,Low,Male,2,1-13(%),4622,Medium,Not On Time
6344,A,Ship,4,Moderate,5,High Rating - Satisfied,195,Standard,2,New,Low,Male,2,1-13(%),4008,Medium,Not On Time
6345,B,Ship,3,Few,4,High Rating - Satisfied,267,Expensive,3,New,High,Male,8,1-13(%),5337,Heavy,Not On Time
6346,C,Ship,4,Moderate,3,Low Rating - Dissatisfied,223,Standard,3,New,Medium,Female,7,1-13(%),5935,Heavy,On Time
6347,E,Ship,4,Moderate,4,High Rating - Satisfied,198,Standard,2,New,Low,Male,6,1-13(%),5520,Heavy,On Time
6348,D,Ship,6,Frequent,5,High Rating - Satisfied,250,Standard,2,New,Low,Female,7,1-13(%),4724,Medium,On Time
6349,E,Ship,3,Few,3,Low Rating - Dissatisfied,237,Standard,4,Regular,Low,Female,8,1-13(%),5761,Heavy,On Time
6350,A,Ship,5,Moderate,4,High Rating - Satisfied,193,Standard,3,New,Medium,Male,4,1-13(%),5873,Heavy,On Time
6351,B,Ship,5,Moderate,2,Low Rating - Dissatisfied,216,Standard,4,Regular,Medium,Female,9,1-13(%),5804,Heavy,On Time
6352,C,Ship,3,Few,2,Low Rating - Dissatisfied,253,Expensive,2,New,Medium,Female,2,1-13(%),4567,Medium,On Time
6353,E,Ship,3,Few,1,Low Rating - Dissatisfied,132,Cheap,3,New,Low,Female,2,1-13(%),4785,Medium,On Time
6354,D,Ship,5,Moderate,4,High Rating - Satisfied,140,Cheap,4,Regular,Low,Male,3,1-13(%),4018,Medium,On Time
6355,E,Ship,2,Few,4,High Rating - Satisfied,114,Cheap,4,Regular,Low,Male,9,1-13(%),4452,Medium,Not On Time
6356,A,Ship,3,Few,5,High Rating - Satisfied,238,Standard,6,Regular,Medium,Male,8,1-13(%),5620,Heavy,On Time
6357,B,Ship,3,Few,1,Low Rating - Dissatisfied,210,Standard,2,New,Low,Male,9,1-13(%),5932,Heavy,On Time
6358,C,Ship,4,Moderate,4,High Rating - Satisfied,272,Expensive,4,Regular,Medium,Male,4,1-13(%),4363,Medium,Not On Time
6359,E,Ship,4,Moderate,5,High Rating - Satisfied,184,Standard,3,New,Medium,Female,9,1-13(%),5594,Heavy,On Time
6360,D,Ship,4,Moderate,1,Low Rating - Dissatisfied,168,Cheap,2,New,Low,Male,3,1-13(%),4665,Medium,Not On Time
6361,E,Ship,4,Moderate,2,Low Rating - Dissatisfied,231,Standard,5,Regular,Low,Male,7,1-13(%),4718,Medium,On Time
6362,A,Ship,4,Moderate,1,Low Rating - Dissatisfied,143,Cheap,2,New,Medium,Female,5,1-13(%),4057,Medium,On Time
6363,B,Ship,4,Moderate,2,Low Rating - Dissatisfied,182,Standard,3,New,Medium,Male,9,1-13(%),5735,Heavy,On Time
6364,C,Ship,2,Few,4,High Rating - Satisfied,221,Standard,3,New,Low,Female,3,1-13(%),4076,Medium,On Time
6365,E,Ship,6,Frequent,1,Low Rating - Dissatisfied,225,Standard,6,Regular,Low,Male,8,1-13(%),5714,Heavy,Not On Time
6366,D,Ship,3,Few,5,High Rating - Satisfied,227,Standard,3,New,High,Male,9,1-13(%),4892,Medium,Not On Time
6367,E,Ship,3,Few,1,Low Rating - Dissatisfied,266,Expensive,3,New,Low,Male,5,1-13(%),5154,Heavy,On Time
6368,A,Ship,4,Moderate,2,Low Rating - Dissatisfied,247,Standard,4,Regular,High,Female,9,1-13(%),4588,Medium,Not On Time
6369,B,Ship,3,Few,2,Low Rating - Dissatisfied,154,Cheap,3,New,Medium,Male,1,1-13(%),5322,Heavy,Not On Time
6370,C,Ship,5,Moderate,3,Low Rating - Dissatisfied,179,Standard,3,New,Low,Female,3,1-13(%),4131,Medium,On Time
6371,E,Ship,3,Few,3,Low Rating - Dissatisfied,249,Standard,2,New,Medium,Male,9,1-13(%),4034,Medium,Not On Time
6372,D,Ship,3,Few,5,High Rating - Satisfied,156,Cheap,4,Regular,Low,Male,5,1-13(%),4661,Medium,Not On Time
6373,E,Ship,3,Few,5,High Rating - Satisfied,206,Standard,3,New,Low,Female,6,1-13(%),4620,Medium,Not On Time
6374,A,Ship,4,Moderate,1,Low Rating - Dissatisfied,245,Standard,3,New,Medium,Female,5,1-13(%),4173,Medium,On Time
6375,B,Ship,4,Moderate,5,High Rating - Satisfied,197,Standard,2,New,Low,Male,3,1-13(%),4379,Medium,Not On Time
6376,C,Ship,3,Few,4,High Rating - Satisfied,188,Standard,4,Regular,Medium,Male,5,1-13(%),5216,Heavy,Not On Time
6377,E,Ship,3,Few,3,Low Rating - Dissatisfied,237,Standard,2,New,Low,Female,2,1-13(%),4263,Medium,Not On Time
6378,D,Ship,4,Moderate,4,High Rating - Satisfied,174,Standard,2,New,Medium,Female,2,1-13(%),5892,Heavy,On Time
6379,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,266,Expensive,3,New,Low,Male,4,1-13(%),4969,Medium,Not On Time
6380,A,Ship,3,Few,3,Low Rating - Dissatisfied,151,Cheap,3,New,Low,Male,7,1-13(%),4611,Medium,On Time
6381,B,Ship,4,Moderate,3,Low Rating - Dissatisfied,271,Expensive,2,New,Medium,Male,9,1-13(%),4967,Medium,Not On Time
6382,C,Ship,4,Moderate,1,Low Rating - Dissatisfied,214,Standard,2,New,Low,Female,10,1-13(%),4447,Medium,On Time
6383,E,Ship,6,Frequent,5,High Rating - Satisfied,261,Expensive,5,Regular,Low,Male,1,1-13(%),5442,Heavy,On Time
6384,D,Ship,3,Few,1,Low Rating - Dissatisfied,166,Cheap,2,New,High,Female,6,1-13(%),5905,Heavy,Not On Time
6385,E,Ship,3,Few,4,High Rating - Satisfied,269,Expensive,2,New,Low,Female,8,1-13(%),5294,Heavy,Not On Time
6386,A,Ship,3,Few,2,Low Rating - Dissatisfied,167,Cheap,3,New,Medium,Male,5,1-13(%),5995,Heavy,Not On Time
6387,B,Ship,4,Moderate,1,Low Rating - Dissatisfied,200,Standard,2,New,Medium,Female,5,1-13(%),5249,Heavy,On Time
6388,C,Ship,4,Moderate,4,High Rating - Satisfied,159,Cheap,3,New,Low,Female,1,1-13(%),4194,Medium,Not On Time
6389,E,Ship,4,Moderate,2,Low Rating - Dissatisfied,197,Standard,2,New,Low,Female,1,1-13(%),4977,Medium,On Time
6390,D,Ship,4,Moderate,5,High Rating - Satisfied,219,Standard,2,New,High,Male,4,1-13(%),4069,Medium,Not On Time
6391,E,Ship,3,Few,2,Low Rating - Dissatisfied,239,Standard,3,New,Low,Female,10,1-13(%),4486,Medium,On Time
6392,A,Ship,3,Few,1,Low Rating - Dissatisfied,146,Cheap,2,New,Medium,Female,8,1-13(%),5375,Heavy,On Time
6393,B,Ship,5,Moderate,1,Low Rating - Dissatisfied,173,Standard,2,New,Low,Female,4,1-13(%),4242,Medium,Not On Time
6394,C,Ship,4,Moderate,3,Low Rating - Dissatisfied,220,Standard,3,New,Low,Female,6,1-13(%),4894,Medium,Not On Time
6395,E,Ship,3,Few,5,High Rating - Satisfied,185,Standard,3,New,Medium,Male,5,1-13(%),4317,Medium,Not On Time
6396,D,Ship,4,Moderate,2,Low Rating - Dissatisfied,170,Standard,2,New,Medium,Male,5,1-13(%),4996,Medium,Not On Time
6397,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,250,Standard,3,New,High,Female,4,1-13(%),5272,Heavy,Not On Time
6398,A,Ship,3,Few,4,High Rating - Satisfied,145,Cheap,3,New,Low,Female,7,1-13(%),4079,Medium,Not On Time
6399,B,Ship,3,Few,2,Low Rating - Dissatisfied,211,Standard,4,Regular,High,Male,1,1-13(%),5831,Heavy,Not On Time
6400,C,Ship,5,Moderate,5,High Rating - Satisfied,249,Standard,3,New,Low,Male,1,1-13(%),4274,Medium,On Time
6401,E,Ship,3,Few,3,Low Rating - Dissatisfied,237,Standard,2,New,Medium,Male,8,1-13(%),5516,Heavy,On Time
6402,D,Ship,4,Moderate,5,High Rating - Satisfied,144,Cheap,2,New,Medium,Male,8,1-13(%),5478,Heavy,On Time
6403,E,Ship,4,Moderate,4,High Rating - Satisfied,171,Standard,3,New,Low,Male,6,1-13(%),4343,Medium,Not On Time
6404,A,Ship,3,Few,1,Low Rating - Dissatisfied,203,Standard,3,New,Medium,Female,4,1-13(%),4965,Medium,On Time
6405,B,Ship,5,Moderate,1,Low Rating - Dissatisfied,137,Cheap,4,Regular,High,Female,1,1-13(%),4042,Medium,On Time
6406,C,Ship,4,Moderate,2,Low Rating - Dissatisfied,212,Standard,3,New,Medium,Male,3,1-13(%),5427,Heavy,Not On Time
6407,E,Ship,3,Few,3,Low Rating - Dissatisfied,209,Standard,3,New,High,Female,2,1-13(%),4036,Medium,Not On Time
6408,D,Ship,3,Few,4,High Rating - Satisfied,223,Standard,3,New,Low,Female,7,1-13(%),5336,Heavy,Not On Time
6409,E,Ship,3,Few,2,Low Rating - Dissatisfied,164,Cheap,2,New,Medium,Female,7,1-13(%),4150,Medium,On Time
6410,A,Ship,3,Few,3,Low Rating - Dissatisfied,220,Standard,3,New,High,Female,6,1-13(%),5269,Heavy,Not On Time
6411,B,Ship,3,Few,4,High Rating - Satisfied,216,Standard,3,New,Medium,Male,3,1-13(%),5651,Heavy,On Time
6412,C,Road,3,Few,2,Low Rating - Dissatisfied,215,Standard,2,New,Medium,Male,7,1-13(%),5988,Heavy,Not On Time
6413,E,Road,4,Moderate,2,Low Rating - Dissatisfied,146,Cheap,3,New,Low,Female,4,1-13(%),5659,Heavy,On Time
6414,D,Road,5,Moderate,2,Low Rating - Dissatisfied,168,Cheap,2,New,Low,Female,10,1-13(%),5225,Heavy,Not On Time
6415,E,Road,4,Moderate,4,High Rating - Satisfied,218,Standard,6,Regular,Medium,Male,8,1-13(%),5101,Heavy,Not On Time
6416,A,Road,4,Moderate,3,Low Rating - Dissatisfied,143,Cheap,4,Regular,Medium,Female,2,1-13(%),4919,Medium,On Time
6417,B,Road,3,Few,1,Low Rating - Dissatisfied,233,Standard,3,New,Medium,Male,7,1-13(%),5331,Heavy,On Time
6418,C,Road,4,Moderate,1,Low Rating - Dissatisfied,195,Standard,3,New,Low,Male,2,1-13(%),4418,Medium,On Time
6419,E,Road,4,Moderate,2,Low Rating - Dissatisfied,206,Standard,2,New,Medium,Male,5,1-13(%),4635,Medium,On Time
6420,D,Road,4,Moderate,5,High Rating - Satisfied,181,Standard,3,New,Medium,Male,1,1-13(%),5310,Heavy,On Time
6421,E,Road,4,Moderate,2,Low Rating - Dissatisfied,150,Cheap,4,Regular,Low,Female,1,1-13(%),5922,Heavy,Not On Time
6422,A,Road,3,Few,5,High Rating - Satisfied,258,Expensive,4,Regular,Low,Female,3,1-13(%),4212,Medium,Not On Time
6423,B,Road,4,Moderate,3,Low Rating - Dissatisfied,149,Cheap,4,Regular,Medium,Male,1,1-13(%),4678,Medium,On Time
6424,C,Road,5,Moderate,1,Low Rating - Dissatisfied,163,Cheap,3,New,Low,Male,4,1-13(%),4200,Medium,On Time
6425,E,Road,3,Few,3,Low Rating - Dissatisfied,259,Expensive,2,New,High,Male,8,1-13(%),4481,Medium,On Time
6426,D,Road,5,Moderate,1,Low Rating - Dissatisfied,187,Standard,2,New,Low,Female,7,1-13(%),4792,Medium,On Time
6427,E,Road,3,Few,5,High Rating - Satisfied,172,Standard,3,New,Medium,Male,1,1-13(%),5024,Medium,Not On Time
6428,A,Road,3,Few,5,High Rating - Satisfied,139,Cheap,2,New,Low,Male,2,1-13(%),5839,Heavy,On Time
6429,B,Road,5,Moderate,1,Low Rating - Dissatisfied,203,Standard,3,New,Low,Female,2,1-13(%),4162,Medium,Not On Time
6430,C,Road,3,Few,3,Low Rating - Dissatisfied,150,Cheap,4,Regular,Medium,Female,1,1-13(%),4662,Medium,On Time
6431,E,Road,3,Few,1,Low Rating - Dissatisfied,201,Standard,6,Regular,Medium,Male,10,1-13(%),5077,Heavy,Not On Time
6432,D,Road,3,Few,4,High Rating - Satisfied,194,Standard,2,New,Medium,Male,7,1-13(%),5553,Heavy,On Time
6433,E,Road,3,Few,4,High Rating - Satisfied,159,Cheap,3,New,High,Male,4,1-13(%),4756,Medium,Not On Time
6434,A,Flight,4,Moderate,2,Low Rating - Dissatisfied,238,Standard,2,New,Medium,Female,9,1-13(%),4937,Medium,On Time
6435,B,Flight,3,Few,5,High Rating - Satisfied,189,Standard,2,New,Low,Male,8,1-13(%),4567,Medium,On Time
6436,C,Flight,2,Few,1,Low Rating - Dissatisfied,173,Standard,2,New,High,Male,1,1-13(%),4135,Medium,Not On Time
6437,E,Flight,4,Moderate,1,Low Rating - Dissatisfied,171,Standard,4,Regular,Medium,Male,2,1-13(%),5082,Heavy,On Time
6438,D,Flight,5,Moderate,3,Low Rating - Dissatisfied,154,Cheap,2,New,Low,Male,3,1-13(%),5440,Heavy,Not On Time
6439,E,Flight,4,Moderate,1,Low Rating - Dissatisfied,173,Standard,3,New,Low,Female,4,1-13(%),4634,Medium,On Time
6440,A,Flight,3,Few,4,High Rating - Satisfied,186,Standard,6,Regular,Low,Female,8,1-13(%),4134,Medium,On Time
6441,B,Flight,4,Moderate,1,Low Rating - Dissatisfied,224,Standard,3,New,Low,Male,9,1-13(%),5546,Heavy,Not On Time
6442,C,Flight,4,Moderate,3,Low Rating - Dissatisfied,186,Standard,3,New,Medium,Female,9,1-13(%),5131,Heavy,Not On Time
6443,E,Flight,4,Moderate,4,High Rating - Satisfied,196,Standard,3,New,Low,Male,5,1-13(%),5514,Heavy,On Time
6444,D,Flight,2,Few,2,Low Rating - Dissatisfied,149,Cheap,3,New,Low,Female,4,1-13(%),4819,Medium,Not On Time
6445,E,Flight,4,Moderate,3,Low Rating - Dissatisfied,224,Standard,2,New,Medium,Male,8,1-13(%),5961,Heavy,Not On Time
6446,A,Flight,3,Few,1,Low Rating - Dissatisfied,154,Cheap,2,New,Low,Female,10,1-13(%),5594,Heavy,Not On Time
6447,B,Flight,3,Few,3,Low Rating - Dissatisfied,170,Standard,4,Regular,Low,Male,3,1-13(%),4049,Medium,On Time
6448,C,Flight,3,Few,4,High Rating - Satisfied,150,Cheap,2,New,Low,Female,6,1-13(%),5987,Heavy,On Time
6449,E,Flight,5,Moderate,2,Low Rating - Dissatisfied,240,Standard,3,New,Low,Male,7,1-13(%),4744,Medium,Not On Time
6450,D,Flight,3,Few,3,Low Rating - Dissatisfied,139,Cheap,2,New,Medium,Female,4,1-13(%),5958,Heavy,Not On Time
6451,E,Flight,3,Few,3,Low Rating - Dissatisfied,251,Standard,3,New,Medium,Male,2,1-13(%),5972,Heavy,On Time
6452,A,Flight,4,Moderate,4,High Rating - Satisfied,237,Standard,3,New,Medium,Male,4,1-13(%),4747,Medium,Not On Time
6453,B,Flight,3,Few,2,Low Rating - Dissatisfied,227,Standard,3,New,Low,Female,4,1-13(%),4450,Medium,On Time
6454,C,Flight,5,Moderate,5,High Rating - Satisfied,131,Cheap,5,Regular,Low,Female,1,1-13(%),5299,Heavy,Not On Time
6455,E,Flight,5,Moderate,2,Low Rating - Dissatisfied,161,Cheap,3,New,Low,Male,8,1-13(%),5804,Heavy,Not On Time
6456,D,Ship,3,Few,5,High Rating - Satisfied,195,Standard,3,New,Medium,Female,9,1-13(%),4224,Medium,On Time
6457,E,Ship,2,Few,3,Low Rating - Dissatisfied,266,Expensive,2,New,Low,Male,1,1-13(%),5356,Heavy,On Time
6458,A,Ship,3,Few,2,Low Rating - Dissatisfied,198,Standard,2,New,Low,Male,9,1-13(%),4250,Medium,Not On Time
6459,B,Ship,4,Moderate,3,Low Rating - Dissatisfied,200,Standard,4,Regular,Low,Female,10,1-13(%),4291,Medium,Not On Time
6460,C,Ship,6,Frequent,1,Low Rating - Dissatisfied,196,Standard,4,Regular,Medium,Female,2,1-13(%),5844,Heavy,On Time
6461,E,Ship,2,Few,1,Low Rating - Dissatisfied,285,Expensive,5,Regular,Low,Male,4,1-13(%),5759,Heavy,On Time
